0.0	0.03753817	0.025167108	-0.010599	-0.020348	-0.002313	-0.025776	0.0	0.043056034	0.043319385	-0.01874851	0.0	0.0	0.0	-0.008985	-0.02122	-0.005576645	-0.00629	-0.004915	-0.012345	0.013135183	-0.001683	0.0	0.0	0.0018439939	0.0018733302	-0.016432	-0.0028190315	-0.018069	0.0	0.0	0.0	-0.035168	0.007895375	0.0	-0.006654	-0.032681	-0.029933	-0.018001	0.02790967	-0.027831413	-0.004118	-0.005579	0.0	0.0	0.0029425435	0.0	0.0	-0.019664	-0.015352	
0.03753817	0.0	-0.0080679655	0.003055551	-0.030026006	0.0076773404	0.032209005	0.029177278	0.050113257	0.048207827	-0.017858	0.0045890436	0.018034475	0.0022432897	0.0	-0.026193	0.02918781	0.011642654	0.01005319	0.009317209	0.034241065	-0.025122	0.0	0.0	0.033253618	0.03325221	0.015801448	-0.017883526	0.017310798	0.020786474	0.0	0.0	-0.025871	0.02039801	-0.014911	-0.021544	-0.040585	-0.011266	-0.027273953	0.03127958	0.0013428051	0.0	-0.014804	-0.001836	-0.018282	-0.024366751	-0.018282	-0.007856823	-0.027617	-0.018465	
0.025167108	-0.0080679655	0.0	-0.004941391	-0.025684798	0.0	0.012514173	0.029797822	0.07176977	0.07210265	-0.017207291	0.00971419	0.01105892	0.018311175	0.0	-0.026417	0.027348887	0.0042848717	0.0024874676	0.0056392993	0.037255745	-0.02704	0.0	0.0011407644	0.033926226	0.034003746	0.006454156	-0.015490551	0.013418725	0.034751374	0.0	0.0	-0.0242251	0.021768857	-0.013668004	-0.024156	-0.051034	-0.024029	-0.032660004	0.03762789	-0.010970021	0.0	-0.005046	0.004530153	-0.019301	-0.00643507	-0.019301	-0.016812285	-0.021796672	-0.018052	
-0.010599	0.003055551	-0.004941391	0.0	-0.017192	-0.033421855	0.025704421	-0.004063	0.0	0.0	0.0	0.0044363607	0.015121119	0.022582227	-0.001186	0.015552534	0.0504548	0.0	0.0	0.0	0.0	-0.002187	0.0	0.0	0.0	0.0	-0.023013	0.014522675	-0.008806908	0.011804039	-0.01985327	-0.019197268	-0.026496593	0.0	0.012601832	0.0	-0.009195	-0.001157	0.004091452	0.0	-0.014977	-0.012312	-0.008058	-0.03791	0.0	-0.013444808	0.0	0.019634265	-0.00494	0.0	
-0.020348	-0.030026006	-0.025684798	-0.017192	0.0	-0.036252	-0.008359	-0.0067876526	-0.033102	-0.031855	0.006656232	0.012880198	0.0035890639	0.0	0.0	-0.008558	0.0	0.0	0.0	0.0	-0.002683	-0.019052	0.0	0.0	0.004345215	0.0052233567	0.003058865	-0.007459	0.0	0.0	0.0	0.0	0.0	0.0	-0.006108	-0.017438	-0.02863	0.0	0.0	0.0066322144	0.0	-0.047374	-0.019696	-0.010546	-0.003567	-0.00615	-0.003567	-0.002922	-0.0071459203	-0.024226	
-0.002313	0.0076773404	0.0	-0.033421855	-0.036252	0.0	-0.002865	0.0	0.011649197	0.013800444	0.0	-0.002841	0.0	-0.011922579	-0.00563	-0.032315	-0.005745	0.0	0.0	0.0	-0.007955	0.0	0.0	0.0	0.0	0.0	0.011024048	0.0	0.017791176	0.0	-0.018748	-0.018127	0.0	0.0	0.0	-0.009355	-0.010493	0.0	-0.004332	0.009902106	0.0	-0.015334	-0.020931	0.0	0.00842253	-0.009525729	0.00842253	0.004370619	-0.019656	-0.012288963	
-0.025776	0.032209005	0.012514173	0.025704421	-0.008359	-0.002865	0.0	0.0	-0.016769	-0.009503	-0.016899	0.0	-0.008412	0.0	0.0	0.0	-0.0079102935	0.0	0.0	0.0	0.012115178	0.0	0.0	0.0	0.023251716	0.024108773	0.01637542	0.0054025296	-0.001867	0.0	0.0	0.0	0.007408216	0.0	-0.013119	0.0	-0.028425	-0.018037	-0.013814	0.024972782	-0.0015142281	0.013163215	0.0014935443	0.0054497793	-0.01894376	0.0010299007	-0.01894376	0.02403639	-0.0156525	-0.017406	
0.0	0.029177278	0.029797822	-0.004063	-0.0067876526	0.0	0.0	0.0	0.017428521	0.018167663	-0.004587	-0.006744	0.0	0.05529193	0.0	0.0	0.016198596	0.0129493745	0.010438794	0.015588222	0.012716813	0.01642256	-0.01760504	-0.015418	0.017034683	0.014984984	-0.03825363	0.0	0.0	0.002355121	0.018637296	0.019371297	0.0	0.0	-0.023926	-0.009044	-0.010748	0.0	0.0	-0.009205617	0.0027793422	-0.00281	0.0	0.0	0.016448287	0.0	0.016448287	0.01688754	0.014244855	0.0	
0.043056034	0.050113257	0.07176977	0.0	-0.033102	0.011649197	-0.016769	0.017428521	0.0	0.0	0.0	0.011462431	0.02437042	0.043266233	0.017832126	-0.002670588	0.028680585	-0.001448	0.0	-0.009045315	0.027344977	0.023587363	-0.008197818	-0.009679771	0.024543341	0.025920192	0.024745088	0.0	-0.0019626915	0.018161556	0.009653525	0.010395525	-0.035585	0.0	0.0	-0.019464	-0.003942482	0.0	0.0	0.03958878	0.0113730095	-0.013079	0.0	-0.037272	-0.004973607	0.05017897	-0.004973607	0.021381974	0.0	0.0	
0.043319385	0.048207827	0.07210265	0.0	-0.031855	0.013800444	-0.009503	0.018167663	0.0	0.0	0.0	0.0040068384	0.010150971	0.037664868	0.02500495	0.0033618743	0.027511658	0.0	0.0	-0.0023548293	0.026626352	0.010059024	-0.018423205	-0.019908559	0.023281673	0.024667818	0.021039395	0.0	-0.00910054	0.0228626	0.008604499	0.009352498	-0.041245	0.0	0.0	-0.01358	0.0	0.0	0.0	0.043119766	0.033922136	-0.018136	0.0	-0.039909	-0.015098205	0.053068303	-0.015098205	0.010961178	0.0	0.0	
